"External ID","Summary","Issue Type","Parent ID","Assignee","Original Estimate","Labels"
"SUB-510","Unit + integration tests — UAT round 1 — fixes backlog burndown","Subtask","STY-189","DEV-BE-1","4h","sub"
"SUB-511","Component/page build — UAT round 1 — fixes backlog burndown","Subtask","STY-190","DEV-FE-1","16h","sub"
"SUB-512","State wiring + form validation — UAT round 1 — fixes backlog burndown","Subtask","STY-190","DEV-FE-1","4h","sub"
"SUB-513","E2E + a11y pass — UAT round 1 — fixes backlog burndown","Subtask","STY-190","DEV-FE-1","3h","sub"
"SUB-514","Research / draft — Stakeholder feedback synthesis + go/no-go R1","Subtask","STY-191","PO","4h","sub"
"SUB-515","Review + finalize — Stakeholder feedback synthesis + go/no-go R1","Subtask","STY-191","PO","2h","sub"
"SUB-516","Test plan + cases — UAT round 2 — execution + regression","Subtask","STY-193","QA-1","4h","sub"
"SUB-517","Automation scripts — UAT round 2 — execution + regression","Subtask","STY-193","QA-1","10h","sub"
"SUB-518","Schema/migration — UAT round 2 — fixes","Subtask","STY-194","DEV-BE-2","4h","sub"
"SUB-519","Implementation — UAT round 2 — fixes","Subtask","STY-194","DEV-BE-2","10h","sub"
"SUB-520","Unit + integration tests — UAT round 2 — fixes","Subtask","STY-194","DEV-BE-2","4h","sub"
"SUB-521","Component/page build — UAT round 2 — fixes","Subtask","STY-195","DEV-FE-2","10h","sub"
"SUB-522","State wiring + form validation — UAT round 2 — fixes","Subtask","STY-195","DEV-FE-2","4h","sub"
"SUB-523","E2E + a11y pass — UAT round 2 — fixes","Subtask","STY-195","DEV-FE-2","3h","sub"
"SUB-524","Research / draft — Training content — admin users (M10)","Subtask","STY-196","PO","4h","sub"
"SUB-525","Review + finalize — Training content — admin users (M10)","Subtask","STY-196","PO","2h","sub"
"SUB-526","Research / draft — Training content — end users (M1)","Subtask","STY-197","PO","4h","sub"
"SUB-527","Review + finalize — Training content — end users (M1)","Subtask","STY-197","PO","2h","sub"
"SUB-528","Figma build — Training visuals (screenshots + diagrams)","Subtask","STY-198","DES-1","6h","sub"
"SUB-529","Review + handoff — Training visuals (screenshots + diagrams)","Subtask","STY-198","DES-1","2h","sub"
"SUB-530","Test plan + cases — UAT round 3 — final regression + acceptance","Subtask","STY-200","QA-1","4h","sub"
"SUB-531","Automation scripts — UAT round 3 — final regression + acceptance","Subtask","STY-200","QA-1","10h","sub"
"SUB-532","Schema/migration — UAT round 3 — final fixes","Subtask","STY-201","DEV-BE-1","4h","sub"
"SUB-533","Implementation — UAT round 3 — final fixes","Subtask","STY-201","DEV-BE-1","10h","sub"
"SUB-534","Unit + integration tests — UAT round 3 — final fixes","Subtask","STY-201","DEV-BE-1","4h","sub"
"SUB-535","Component/page build — UAT round 3 — final fixes","Subtask","STY-202","DEV-FE-1","10h","sub"
"SUB-536","State wiring + form validation — UAT round 3 — final fixes","Subtask","STY-202","DEV-FE-1","4h","sub"
"SUB-537","E2E + a11y pass — UAT round 3 — final fixes","Subtask","STY-202","DEV-FE-1","3h","sub"
"SUB-538","Schema/migration — Cutover rehearsal 1 (staging-as-prod)","Subtask","STY-203","DEV-BE-2","4h","sub"
"SUB-539","Implementation — Cutover rehearsal 1 (staging-as-prod)","Subtask","STY-203","DEV-BE-2","10h","sub"
"SUB-540","Unit + integration tests — Cutover rehearsal 1 (staging-as-prod)","Subtask","STY-203","DEV-BE-2","4h","sub"
"SUB-541","Schema/migration — Cutover rehearsal 2 (full team)","Subtask","STY-204","DEV-BE-2","4h","sub"
"SUB-542","Implementation — Cutover rehearsal 2 (full team)","Subtask","STY-204","DEV-BE-2","10h","sub"
"SUB-543","Unit + integration tests — Cutover rehearsal 2 (full team)","Subtask","STY-204","DEV-BE-2","4h","sub"
"SUB-544","Test plan + cases — Final regression run + exit-criteria report","Subtask","STY-205","QA-1","4h","sub"
"SUB-545","Automation scripts — Final regression run + exit-criteria report","Subtask","STY-205","QA-1","6h","sub"
"SUB-546","Schema/migration — Last-mile fixes + production config freeze","Subtask","STY-207","DEV-BE-1","4h","sub"
"SUB-547","Implementation — Last-mile fixes + production config freeze","Subtask","STY-207","DEV-BE-1","10h","sub"
"SUB-548","Unit + integration tests — Last-mile fixes + production config freeze","Subtask","STY-207","DEV-BE-1","4h","sub"
"SUB-549","Component/page build — Last-mile fixes + production build verified","Subtask","STY-208","DEV-FE-1","10h","sub"
"SUB-550","State wiring + form validation — Last-mile fixes + production build verified","Subtask","STY-208","DEV-FE-1","4h","sub"
"SUB-551","E2E + a11y pass — Last-mile fixes + production build verified","Subtask","STY-208","DEV-FE-1","3h","sub"
"SUB-552","Schema/migration — Production deployment checklist","Subtask","STY-209","DEV-BE-2","4h","sub"
"SUB-553","Implementation — Production deployment checklist","Subtask","STY-209","DEV-BE-2","8h","sub"
"SUB-554","Unit + integration tests — Production deployment checklist","Subtask","STY-209","DEV-BE-2","4h","sub"
"SUB-555","Schema/migration — Rollback plan + rehearsal","Subtask","STY-210","DEV-BE-2","4h","sub"
"SUB-556","Implementation — Rollback plan + rehearsal","Subtask","STY-210","DEV-BE-2","10h","sub"
"SUB-557","Unit + integration tests — Rollback plan + rehearsal","Subtask","STY-210","DEV-BE-2","4h","sub"
"SUB-558","Research / draft — Go-live comms plan (internal + external)","Subtask","STY-211","PO","4h","sub"
"SUB-559","Review + finalize — Go-live comms plan (internal + external)","Subtask","STY-211","PO","2h","sub"
"SUB-560","Schema/migration — Production cutover — execute deployment","Subtask","STY-214","DEV-BE-2","4h","sub"
"SUB-561","Implementation — Production cutover — execute deployment","Subtask","STY-214","DEV-BE-2","16h","sub"
"SUB-562","Unit + integration tests — Production cutover — execute deployment","Subtask","STY-214","DEV-BE-2","4h","sub"
"SUB-563","Schema/migration — DNS + traffic cutover","Subtask","STY-215","DEV-BE-1","4h","sub"
"SUB-564","Implementation — DNS + traffic cutover","Subtask","STY-215","DEV-BE-1","8h","sub"
"SUB-565","Unit + integration tests — DNS + traffic cutover","Subtask","STY-215","DEV-BE-1","4h","sub"
"SUB-566","Test plan + cases — Post-cutover smoke tests (prod)","Subtask","STY-216","QA-1","4h","sub"
"SUB-567","Automation scripts — Post-cutover smoke tests (prod)","Subtask","STY-216","QA-1","6h","sub"
"SUB-568","Schema/migration — Day-1 hotfix support (on-call)","Subtask","STY-217","DEV-BE-1","4h","sub"
"SUB-569","Implementation — Day-1 hotfix support (on-call)","Subtask","STY-217","DEV-BE-1","10h","sub"
"SUB-570","Unit + integration tests — Day-1 hotfix support (on-call)","Subtask","STY-217","DEV-BE-1","4h","sub"
"SUB-571","Component/page build — Day-1 hotfix support (on-call)","Subtask","STY-218","DEV-FE-1","8h","sub"
"SUB-572","State wiring + form validation — Day-1 hotfix support (on-call)","Subtask","STY-218","DEV-FE-1","4h","sub"
"SUB-573","E2E + a11y pass — Day-1 hotfix support (on-call)","Subtask","STY-218","DEV-FE-1","3h","sub"
"SUB-574","Research / draft — Go-live retrospective (what went well / improve)","Subtask","STY-219","PO","4h","sub"
"SUB-575","Review + finalize — Go-live retrospective (what went well / improve)","Subtask","STY-219","PO","2h","sub"
